2238709109501891,22,4
2238709646555747,10,4
2238710641639279,12,4
2238711822233155,28,4
2238711899347151,0,4
2238711899441499,0,32
2238712828362501,29,4
2238713344949683,0,8
2238713945438555,0,4
2238714054019539,22,8
2238714633357001,31,4
2238714842132063,4,4
2238714885069091,6,4
2238715984116163,2,4
2238716004172503,30,4
2238716394264119,0,4
2238716506880013,29,4
2238717346905031,7,4
2238717389149517,28,4
2238717406689837,27,4
2238717975756283,30,4
2238718133399793,6,4
2238718817064043,3,8
2238719464833631,0,4
2238719878515149,22,4
2238721839669379,30,4
2238721980265365,17,4
2238722363775207,0,4
2238722434639987,7,4
2238723481012487,15,8
2238723678613029,23,4
2238724197051727,2,8
2238724197572587,18,8
2238724274271817,5,4
2238724774994307,13,32
2238724968518445,29,8
2238725548356211,0,8
2238725899918839,0,4
2238725904230911,12,8
2238726276545287,3,8
2238727109907501,27,4
2238727590047221,5,8
2238727837834537,24,32
2238728091545275,30,4
2238728867261675,0,4
2238729414332127,10,4
2238730310766819,13,8
2238730576272971,12,32
2238730954173483,30,8
2238730954601543,10,8
2238731310528265,22,4
2238731712698465,31,4
2238731712771953,31,32
2238731933112407,1,8
2238731982663351,0,8
2238734830097095,30,4
2238734963905969,21,4
2238735410958011,0,4
2238735783196951,12,4
2238736407862933,5,4
2238736564663717,24,4
2238736564744413,24,4
2238736597697507,0,8
2238736761832255,4,8
2238736761945581,27,32
2238736762050907,1,8
2238736989172643,18,32
2238737099254023,18,4
2238737180688891,11,4
2238737792577127,2,4
2238737792691283,2,4
2238738473508455,0,4
2238738872720105,27,4
2238738897914147,19,8
2238740451956777,22,4
2238741128738941,16,8
2238741509657357,26,4
2238742400419903,3,8
2238743857347653,28,4
2238744747666171,15,8
2238744839015035,31,4
2238744966396739,2,4
2238745190940189,24,4
2238745278603347,8,4
2238746479385227,3,8
2238747589768021,17,8
2238747608638269,0,4
2238747608774729,0,4
2238748674248311,30,8
2238748674373403,10,8
2238748940663223,11,8
2238748940757603,11,8
2238749908113937,16,8
2238750887719151,15,32
2238750887912997,29,8
2238751129781331,8,4
2238751150161575,7,8
2238751282736451,2,4
2238751868260503,19,4
2238753192590969,26,4
2238753877134413,24,4
2238754168523087,12,8
2238754185565609,23,4
2238754593352195,9,8
2238755253526743,25,4
2238755253619831,25,8
2238755407741609,31,8
2238755407840893,31,4
2238756414772979,0,4
2238756414888835,0,4
2238757310361359,30,32
2238757688634133,29,8
2238757688743069,29,4
2238757770320991,4,4
2238757770415723,4,8
