582,591,581,570,506,506,497,500,499,498,496,498,498,501,495,499,499,501,507,504,503,494,445,443,503,502,504,502,496,498,490,0
596,605,595,584,520,520,511,514,513,512,510,512,512,515,509,513,513,515,521,518,517,508,459,457,517,516,518,516,510,512,0,490
604,613,603,592,528,528,519,522,521,520,518,520,520,523,517,521,521,523,529,526,525,516,467,465,525,524,526,524,518,0,512,498
602,611,601,590,526,526,517,520,519,518,516,518,518,521,515,519,519,521,527,524,523,514,465,463,523,522,524,522,0,518,510,496
608,617,607,596,532,532,523,526,525,524,522,524,524,527,521,525,525,527,533,530,529,520,471,469,529,528,530,0,522,524,516,502
610,619,609,598,534,534,525,528,527,526,524,526,526,529,523,527,527,529,535,532,531,522,473,471,531,530,0,530,524,526,518,504
608,617,607,596,532,532,523,526,525,524,522,524,524,527,521,525,525,527,533,530,529,520,471,469,529,0,530,528,522,524,516,502
609,618,608,597,533,533,524,527,526,525,523,525,525,528,522,526,526,528,534,531,530,521,472,470,0,529,531,529,523,525,517,503
549,558,548,537,473,473,464,467,466,465,463,465,465,468,462,466,466,468,474,471,470,461,412,0,470,469,471,469,463,465,457,443
551,560,550,539,475,475,466,469,468,467,465,467,467,470,464,468,468,470,476,473,472,463,0,412,472,471,473,471,465,467,459,445
600,609,599,588,524,524,515,518,517,516,514,516,516,519,513,517,517,519,525,522,521,0,463,461,521,520,522,520,514,516,508,494
609,618,608,597,533,533,524,527,526,525,523,525,525,528,522,526,526,528,534,531,0,521,472,470,530,529,531,529,523,525,517,503
610,619,609,598,534,534,525,528,527,526,524,526,526,529,523,527,527,529,535,0,531,522,473,471,531,530,532,530,524,526,518,504
613,622,612,601,537,537,528,531,530,529,527,529,529,532,526,530,530,532,0,535,534,525,476,474,534,533,535,533,527,529,521,507
607,616,606,595,531,531,522,525,524,523,521,523,523,526,520,524,524,0,532,529,528,519,470,468,528,527,529,527,521,523,515,501
605,614,604,593,529,529,520,523,522,521,519,521,521,524,518,522,0,524,530,527,526,517,468,466,526,525,527,525,519,521,513,499
605,614,604,593,529,529,520,523,522,521,519,521,521,524,518,0,522,524,530,527,526,517,468,466,526,525,527,525,519,521,513,499
601,610,600,589,525,525,516,519,518,517,515,517,517,520,0,518,518,520,526,523,522,513,464,462,522,521,523,521,515,517,509,495
607,616,606,595,531,531,522,525,524,523,521,523,523,0,520,524,524,526,532,529,528,519,470,468,528,527,529,527,521,523,515,501
604,613,603,592,528,528,519,522,521,520,518,520,0,523,517,521,521,523,529,526,525,516,467,465,525,524,526,524,518,520,512,498
604,613,603,592,528,528,519,522,521,520,518,0,520,523,517,521,521,523,529,526,525,516,467,465,525,524,526,524,518,520,512,498
602,611,601,590,526,526,517,520,519,518,0,518,518,521,515,519,519,521,527,524,523,514,465,463,523,522,524,522,516,518,510,496
604,613,603,592,528,528,519,522,521,0,518,520,520,523,517,521,521,523,529,526,525,516,467,465,525,524,526,524,518,520,512,498
605,614,604,593,529,529,520,523,0,521,519,521,521,524,518,522,522,524,530,527,526,517,468,466,526,525,527,525,519,521,513,499
606,615,605,594,530,530,521,0,523,522,520,522,522,525,519,523,523,525,531,528,527,518,469,467,527,526,528,526,520,522,514,500
603,612,602,591,527,527,0,521,520,519,517,519,519,522,516,520,520,522,528,525,524,515,466,464,524,523,525,523,517,519,511,497
612,621,611,600,536,0,527,530,529,528,526,528,528,531,525,529,529,531,537,534,533,524,475,473,533,532,534,532,526,528,520,506
612,621,611,600,0,536,527,530,529,528,526,528,528,531,525,529,529,531,537,534,533,524,475,473,533,532,534,532,526,528,520,506
676,685,675,0,600,600,591,594,593,592,590,592,592,595,589,593,593,595,601,598,597,588,539,537,597,596,598,596,590,592,584,570
687,696,0,675,611,611,602,605,604,603,601,603,603,606,600,604,604,606,612,609,608,599,550,548,608,607,609,607,601,603,595,581
697,0,696,685,621,621,612,615,614,613,611,613,613,616,610,614,614,616,622,619,618,609,560,558,618,617,619,617,611,613,605,591
0,697,687,676,612,612,603,606,605,604,602,604,604,607,601,605,605,607,613,610,609,600,551,549,609,608,610,608,602,604,596,582
